epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
9,,,169,,,0.31615686416625977,,,
10,,,179,,,,0.31348222494125366,,
,,,90,,,,,,0.31398341059684753
,,,91,,,,,,0.3136923909187317
,,,92,,,,,,0.3137193024158478
,,,93,,,,,,0.31377172470092773
,,,94,,,,,,0.3135002553462982
,,,95,,,,,,0.31343233585357666
,,,96,,,,,,0.3578145503997803
,,,97,,,,,,0.3434455394744873
,,,98,,,,,,0.35426950454711914
10,0.9849254488945007,0.9863013625144958,186,,,,,0.3242114782333374,
10,,,186,,,0.31705936789512634,,,
11,,,189,,,,0.3143703043460846,,
11,,,199,,,,0.3134979009628296,,
,,,99,,,,,,0.3144255578517914
,,,100,,,,,,0.31371933221817017
,,,101,,,,,,0.31374216079711914
,,,102,,,,,,0.31383299827575684
,,,103,,,,,,0.3134717643260956
,,,104,,,,,,0.31331270933151245
,,,105,,,,,,0.3417629599571228
,,,106,,,,,,0.33195292949676514
,,,107,,,,,,0.33555343747138977
11,0.9887006282806396,0.9896551966667175,203,,,,,0.3201878070831299,
11,,,203,,,0.3144402801990509,,,
12,,,209,,,,0.3137478828430176,,
12,,,219,,,,0.3189259469509125,,
,,,108,,,,,,0.31468719244003296
,,,109,,,,,,0.3136084973812103
,,,110,,,,,,0.3136254549026489
,,,111,,,,,,0.31374627351760864
,,,112,,,,,,0.3134154975414276
,,,113,,,,,,0.3132915794849396
,,,114,,,,,,0.33180952072143555
,,,115,,,,,,0.32227450609207153
,,,116,,,,,,0.32603853940963745
12,1.0,1.0,220,,,,,0.3174273371696472,
12,,,220,,,0.3155508041381836,,,
13,,,229,,,,0.3149358928203583,,
,,,117,,,,,,0.31385594606399536
,,,118,,,,,,0.3135071098804474
,,,119,,,,,,0.3135254979133606
,,,120,,,,,,0.3135963976383209
,,,121,,,,,,0.31337770819664
,,,122,,,,,,0.3133157789707184
,,,123,,,,,,0.35024580359458923
,,,124,,,,,,0.32870233058929443
,,,125,,,,,,0.3355564773082733
13,0.9887006282806396,0.9896551966667175,237,,,,,0.3206561207771301,
13,,,237,,,0.31407585740089417,,,
14,,,239,,,,0.31357771158218384,,
14,,,249,,,,0.3140661418437958,,
,,,126,,,,,,0.31396207213401794
,,,127,,,,,,0.3135223388671875
,,,128,,,,,,0.3135402798652649
,,,129,,,,,,0.3136281669139862
,,,130,,,,,,0.31338003277778625
,,,131,,,,,,0.313294380903244
,,,132,,,,,,0.3442511260509491
,,,133,,,,,,0.323234885931015
,,,134,,,,,,0.32889115810394287
14,0.996237576007843,0.996503472328186,254,,,,,0.31902554631233215,
14,,,254,,,0.31494396924972534,,,
15,,,259,,,,0.31352972984313965,,
15,,,269,,,,0.31345924735069275,,
,,,135,,,,,,0.3144263029098511
,,,136,,,,,,0.3134942650794983
,,,137,,,,,,0.3135074973106384
,,,138,,,,,,0.31362074613571167
,,,139,,,,,,0.3133721947669983
,,,140,,,,,,0.3132781982421875
,,,141,,,,,,0.328723669052124
,,,142,,,,,,0.3376076817512512
,,,143,,,,,,0.32265403866767883
15,0.996237576007843,0.996503472328186,271,,,,,0.318674772977829,
15,,,271,,,0.3153734505176544,,,
16,,,279,,,,0.31500160694122314,,
,,,144,,,,,,0.3135737180709839
,,,145,,,,,,0.31343337893486023
,,,146,,,,,,0.3134428560733795
,,,147,,,,,,0.3134841024875641
,,,148,,,,,,0.31337082386016846
,,,149,,,,,,0.31328755617141724
,,,150,,,,,,0.34748411178588867
,,,151,,,,,,0.3435779809951782
,,,152,,,,,,0.34051141142845154
16,0.9924712181091309,0.9930555820465088,288,,,,,0.32224181294441223,
16,,,288,,,0.31568530201911926,,,
17,,,289,,,,0.31349319219589233,,
17,,,299,,,,0.3135833144187927,,
,,,153,,,,,,0.31378600001335144
,,,154,,,,,,0.31344491243362427
,,,155,,,,,,0.3134528398513794
,,,156,,,,,,0.3135116398334503
,,,157,,,,,,0.3133493959903717
,,,158,,,,,,0.313282310962677
,,,159,,,,,,0.3319970369338989
,,,160,,,,,,0.3421422243118286
,,,161,,,,,,0.32916876673698425
17,0.9924712181091309,0.9930555820465088,305,,,,,0.31977441906929016,
17,,,305,,,0.3152076005935669,,,
18,,,309,,,,0.31849294900894165,,
18,,,319,,,,0.31337282061576843,,
,,,162,,,,,,0.31389331817626953
,,,163,,,,,,0.3134249746799469
,,,164,,,,,,0.3134310245513916
,,,165,,,,,,0.3134939670562744
,,,166,,,,,,0.3133358657360077
,,,167,,,,,,0.3132716119289398
,,,168,,,,,,0.324404776096344
,,,169,,,,,,0.3405907452106476
,,,170,,,,,,0.32168155908584595
18,0.996237576007843,0.996503472328186,322,,,,,0.3183729350566864,
18,,,322,,,0.3142574429512024,,,
19,,,329,,,,0.31336572766304016,,
19,,,339,,,,0.3136150538921356,,
,,,171,,,,,,0.31396788358688354
,,,172,,,,,,0.31341448426246643
,,,173,,,,,,0.3134186267852783
,,,174,,,,,,0.31348174810409546
,,,175,,,,,,0.3133317828178406
,,,176,,,,,,0.31326958537101746
,,,177,,,,,,0.322925329208374
,,,178,,,,,,0.3415500819683075
,,,179,,,,,,0.32068783044815063
19,0.996237576007843,0.996503472328186,339,,,,,0.3182736933231354,
19,,,339,,,0.3140130043029785,,,
,,,0,,0.31396788358688354,,,,
,,,1,,0.31341448426246643,,,,
,,,2,,0.3134186267852783,,,,
,,,3,,0.31348174810409546,,,,
,,,4,,0.3133317828178406,,,,
,,,5,,0.31326958537101746,,,,
,,,6,,0.322925329208374,,,,
,,,7,,0.3415500819683075,,,,
,,,8,,0.32068783044815063,,,,
20,,,340,0.3182736933231354,,,,,
